ID_MISSION,ID_PERSONNEL,SITE,ANNEE,MOIS,JOUR
Shanghai_202604291,KeyPers_Shanghai_1230060,Shanghai,2026,4,29
Shanghai_202604293,KeyPers_Shanghai_1230073,Shanghai,2026,4,29
Shanghai_202604296,KeyPers_Shanghai_1230342,Shanghai,2026,4,29
Shanghai_202604297,KeyPers_Shanghai_1230487,Shanghai,2026,4,29
Shanghai_202604295,KeyPers_Shanghai_1230781,Shanghai,2026,4,29
Shanghai_202604294,KeyPers_Shanghai_1230809,Shanghai,2026,4,29
Shanghai_202604298,KeyPers_Shanghai_1230833,Shanghai,2026,4,29
Shanghai_202604292,KeyPers_Shanghai_1230879,Shanghai,2026,4,29
Shanghai_202604290,KeyPers_Shanghai_1230900,Shanghai,2026,4,29
BERLIN_202604303,KeyPers_Berlin_1230058,Berlin,2026,4,30
BERLIN_202604305,KeyPers_Berlin_1230295,Berlin,2026,4,30
BERLIN_2026043017,KeyPers_Berlin_1230534,Berlin,2026,4,30
BERLIN_2026043014,KeyPers_Berlin_1230601,Berlin,2026,4,30
BERLIN_2026043024,KeyPers_Berlin_1230628,Berlin,2026,4,30
BERLIN_202604302,KeyPers_Berlin_1230875,Berlin,2026,4,30
BERLIN_2026043013,KeyPers_Berlin_1230974,Berlin,2026,4,30
BERLIN_202604304,KeyPers_Berlin_1231104,Berlin,2026,4,30
BERLIN_2026043028,KeyPers_Berlin_1231149,Berlin,2026,4,30
BERLIN_202604301,KeyPers_Berlin_1231190,Berlin,2026,4,30
BERLIN_2026043016,KeyPers_Berlin_1231222,Berlin,2026,4,30
BERLIN_2026043012,KeyPers_Berlin_1231331,Berlin,2026,4,30
BERLIN_2026043026,KeyPers_Berlin_1231463,Berlin,2026,4,30
BERLIN_2026043027,KeyPers_Berlin_1231695,Berlin,2026,4,30
BERLIN_2026043023,KeyPers_Berlin_1231798,Berlin,2026,4,30
BERLIN_202604300,KeyPers_Berlin_1231818,Berlin,2026,4,30
BERLIN_2026043025,KeyPers_Berlin_1232088,Berlin,2026,4,30
BERLIN_2026043021,KeyPers_Berlin_1232381,Berlin,2026,4,30
BERLIN_2026043011,KeyPers_Berlin_1232395,Berlin,2026,4,30
BERLIN_2026043020,KeyPers_Berlin_1232492,Berlin,2026,4,30
BERLIN_2026043022,KeyPers_Berlin_1232524,Berlin,2026,4,30
BERLIN_2026043015,KeyPers_Berlin_1232647,Berlin,2026,4,30
BERLIN_2026043019,KeyPers_Berlin_1232780,Berlin,2026,4,30
BERLIN_202604309,KeyPers_Berlin_1233332,Berlin,2026,4,30
BERLIN_202604308,KeyPers_Berlin_1233339,Berlin,2026,4,30
BERLIN_2026043018,KeyPers_Berlin_1233726,Berlin,2026,4,30
BERLIN_202604306,KeyPers_Berlin_1233796,Berlin,2026,4,30
BERLIN_202604307,KeyPers_Berlin_1233840,Berlin,2026,4,30
BERLIN_2026043010,KeyPers_Berlin_1234210,Berlin,2026,4,30
LONDON_202604304,KeyPers_London_1230420,London,2026,4,30
LONDON_202604303,KeyPers_London_1231058,London,2026,4,30
LONDON_202604302,KeyPers_London_1231492,London,2026,4,30
LONDON_202604301,KeyPers_London_1234067,London,2026,4,30
LONDON_202604300,KeyPers_London_1234069,London,2026,4,30
LA_202604306,KeyPers_LA_1230036,Los Angeles,2026,4,30
LA_2026043018,KeyPers_LA_1230111,Los Angeles,2026,4,30
LA_202604309,KeyPers_LA_1230205,Los Angeles,2026,4,30
LA_2026043014,KeyPers_LA_1230297,Los Angeles,2026,4,30
LA_202604304,KeyPers_LA_1230731,Los Angeles,2026,4,30
LA_202604302,KeyPers_LA_1230777,Los Angeles,2026,4,30
LA_2026043015,KeyPers_LA_1230854,Los Angeles,2026,4,30
LA_202604307,KeyPers_LA_1230982,Los Angeles,2026,4,30
LA_2026043017,KeyPers_LA_1231018,Los Angeles,2026,4,30
LA_2026043019,KeyPers_LA_1231073,Los Angeles,2026,4,30
LA_202604303,KeyPers_LA_1231219,Los Angeles,2026,4,30
LA_202604305,KeyPers_LA_1231280,Los Angeles,2026,4,30
LA_2026043010,KeyPers_LA_1231367,Los Angeles,2026,4,30
LA_202604308,KeyPers_LA_1231510,Los Angeles,2026,4,30
LA_202604300,KeyPers_LA_1231664,Los Angeles,2026,4,30
LA_2026043011,KeyPers_LA_1231826,Los Angeles,2026,4,30
LA_2026043020,KeyPers_LA_1232121,Los Angeles,2026,4,30
LA_2026043016,KeyPers_LA_1232232,Los Angeles,2026,4,30
LA_202604301,KeyPers_LA_1232591,Los Angeles,2026,4,30
LA_2026043012,KeyPers_LA_1232778,Los Angeles,2026,4,30
LA_2026043013,KeyPers_LA_1232960,Los Angeles,2026,4,30
NewYork_202604300,KeyPers_NewYork_1230117,New-York,2026,4,30
NewYork_2026043025,KeyPers_NewYork_1230191,New-York,2026,4,30
NewYork_2026043024,KeyPers_NewYork_1230212,New-York,2026,4,30
NewYork_2026043023,KeyPers_NewYork_1230309,New-York,2026,4,30
NewYork_202604308,KeyPers_NewYork_1230347,New-York,2026,4,30
NewYork_2026043035,KeyPers_NewYork_1230418,New-York,2026,4,30
NewYork_2026043034,KeyPers_NewYork_1230422,New-York,2026,4,30
NewYork_2026043030,KeyPers_NewYork_1230437,New-York,2026,4,30
NewYork_2026043014,KeyPers_NewYork_1230515,New-York,2026,4,30
NewYork_2026043013,KeyPers_NewYork_1230740,New-York,2026,4,30
NewYork_202604306,KeyPers_NewYork_1230813,New-York,2026,4,30
NewYork_2026043021,KeyPers_NewYork_1230945,New-York,2026,4,30
NewYork_2026043018,KeyPers_NewYork_1231182,New-York,2026,4,30
NewYork_202604304,KeyPers_NewYork_1231343,New-York,2026,4,30
NewYork_202604303,KeyPers_NewYork_1231442,New-York,2026,4,30
NewYork_2026043031,KeyPers_NewYork_1231443,New-York,2026,4,30
NewYork_2026043027,KeyPers_NewYork_1231462,New-York,2026,4,30
NewYork_2026043016,KeyPers_NewYork_1231516,New-York,2026,4,30
NewYork_2026043019,KeyPers_NewYork_1231613,New-York,2026,4,30
NewYork_2026043020,KeyPers_NewYork_1231653,New-York,2026,4,30
NewYork_202604305,KeyPers_NewYork_1231730,New-York,2026,4,30
NewYork_2026043015,KeyPers_NewYork_1231783,New-York,2026,4,30
NewYork_202604307,KeyPers_NewYork_1231855,New-York,2026,4,30
NewYork_2026043029,KeyPers_NewYork_1231937,New-York,2026,4,30
NewYork_2026043028,KeyPers_NewYork_1232189,New-York,2026,4,30
NewYork_202604301,KeyPers_NewYork_1232232,New-York,2026,4,30
NewYork_2026043036,KeyPers_NewYork_1232338,New-York,2026,4,30
NewYork_2026043022,KeyPers_NewYork_1232380,New-York,2026,4,30
NewYork_202604309,KeyPers_NewYork_1232506,New-York,2026,4,30
NewYork_2026043011,KeyPers_NewYork_1232524,New-York,2026,4,30
NewYork_2026043017,KeyPers_NewYork_1232548,New-York,2026,4,30
NewYork_2026043033,KeyPers_NewYork_1232599,New-York,2026,4,30
NewYork_2026043032,KeyPers_NewYork_1232608,New-York,2026,4,30
NewYork_2026043026,KeyPers_NewYork_1232650,New-York,2026,4,30
NewYork_2026043012,KeyPers_NewYork_1232873,New-York,2026,4,30
NewYork_2026043010,KeyPers_NewYork_1233012,New-York,2026,4,30
NewYork_202604302,KeyPers_NewYork_1233071,New-York,2026,4,30
Paris_202604304,KeyPers_Paris_1230118,Paris,2026,4,30
Paris_202604303,KeyPers_Paris_1230196,Paris,2026,4,30
Paris_202604308,KeyPers_Paris_1230204,Paris,2026,4,30
Paris_202604305,KeyPers_Paris_1230718,Paris,2026,4,30
Paris_202604301,KeyPers_Paris_1230825,Paris,2026,4,30
Paris_202604309,KeyPers_Paris_1231262,Paris,2026,4,30
Paris_2026043010,KeyPers_Paris_1231803,Paris,2026,4,30
Paris_202604300,KeyPers_Paris_1232090,Paris,2026,4,30
Paris_202604307,KeyPers_Paris_1232572,Paris,2026,4,30
Paris_202604302,KeyPers_Paris_1233901,Paris,2026,4,30
Paris_202604306,KeyPers_Paris_1234994,Paris,2026,4,30
Shanghai_202604305,KeyPers_Shanghai_1230081,Shanghai,2026,4,30
Shanghai_202604302,KeyPers_Shanghai_1230276,Shanghai,2026,4,30
Shanghai_202604303,KeyPers_Shanghai_1230339,Shanghai,2026,4,30
Shanghai_202604306,KeyPers_Shanghai_1230417,Shanghai,2026,4,30
Shanghai_202604304,KeyPers_Shanghai_1230668,Shanghai,2026,4,30
Shanghai_202604300,KeyPers_Shanghai_1230785,Shanghai,2026,4,30
Shanghai_202604301,KeyPers_Shanghai_1230804,Shanghai,2026,4,30
Shanghai_202604307,KeyPers_Shanghai_1230919,Shanghai,2026,4,30
BERLIN_2026050119,KeyPers_Berlin_1230039,Berlin,2026,5,1
BERLIN_2026050117,KeyPers_Berlin_1230132,Berlin,2026,5,1
BERLIN_2026050113,KeyPers_Berlin_1230170,Berlin,2026,5,1
BERLIN_202605015,KeyPers_Berlin_1230633,Berlin,2026,5,1
BERLIN_2026050118,KeyPers_Berlin_1230643,Berlin,2026,5,1
BERLIN_2026050125,KeyPers_Berlin_1231268,Berlin,2026,5,1
BERLIN_2026050122,KeyPers_Berlin_1231282,Berlin,2026,5,1
BERLIN_202605016,KeyPers_Berlin_1231316,Berlin,2026,5,1
BERLIN_202605018,KeyPers_Berlin_1231648,Berlin,2026,5,1
BERLIN_202605012,KeyPers_Berlin_1231674,Berlin,2026,5,1
BERLIN_2026050123,KeyPers_Berlin_1232275,Berlin,2026,5,1
BERLIN_2026050124,KeyPers_Berlin_1232325,Berlin,2026,5,1
BERLIN_202605019,KeyPers_Berlin_1232375,Berlin,2026,5,1
BERLIN_2026050115,KeyPers_Berlin_1232509,Berlin,2026,5,1
BERLIN_202605010,KeyPers_Berlin_1232614,Berlin,2026,5,1
BERLIN_202605017,KeyPers_Berlin_1232683,Berlin,2026,5,1
BERLIN_2026050121,KeyPers_Berlin_1232764,Berlin,2026,5,1
BERLIN_2026050116,KeyPers_Berlin_1232826,Berlin,2026,5,1
BERLIN_2026050114,KeyPers_Berlin_1232945,Berlin,2026,5,1
BERLIN_202605013,KeyPers_Berlin_1233449,Berlin,2026,5,1
BERLIN_202605011,KeyPers_Berlin_1233691,Berlin,2026,5,1
BERLIN_2026050111,KeyPers_Berlin_1233815,Berlin,2026,5,1
BERLIN_2026050112,KeyPers_Berlin_1233816,Berlin,2026,5,1
BERLIN_202605014,KeyPers_Berlin_1233843,Berlin,2026,5,1
BERLIN_2026050120,KeyPers_Berlin_1233883,Berlin,2026,5,1
BERLIN_2026050126,KeyPers_Berlin_1234096,Berlin,2026,5,1
BERLIN_2026050110,KeyPers_Berlin_1234241,Berlin,2026,5,1
LONDON_2026050138,KeyPers_London_1230043,London,2026,5,1
LONDON_202605013,KeyPers_London_1230149,London,2026,5,1
LONDON_2026050114,KeyPers_London_1230241,London,2026,5,1
LONDON_202605012,KeyPers_London_1230316,London,2026,5,1
LONDON_202605015,KeyPers_London_1230413,London,2026,5,1
LONDON_2026050130,KeyPers_London_1230456,London,2026,5,1
LONDON_202605019,KeyPers_London_1230524,London,2026,5,1
LONDON_202605010,KeyPers_London_1230676,London,2026,5,1
LONDON_2026050113,KeyPers_London_1230803,London,2026,5,1
LONDON_202605014,KeyPers_London_1230916,London,2026,5,1
LONDON_2026050129,KeyPers_London_1231364,London,2026,5,1
LONDON_2026050132,KeyPers_London_1231397,London,2026,5,1
LONDON_2026050126,KeyPers_London_1231560,London,2026,5,1
LONDON_2026050125,KeyPers_London_1231663,London,2026,5,1
LONDON_2026050117,KeyPers_London_1231754,London,2026,5,1
LONDON_2026050110,KeyPers_London_1231809,London,2026,5,1
LONDON_2026050128,KeyPers_London_1231884,London,2026,5,1
LONDON_2026050116,KeyPers_London_1232010,London,2026,5,1
LONDON_2026050135,KeyPers_London_1232338,London,2026,5,1
LONDON_2026050121,KeyPers_London_1232401,London,2026,5,1
LONDON_2026050131,KeyPers_London_1232509,London,2026,5,1
LONDON_2026050122,KeyPers_London_1232540,London,2026,5,1
LONDON_2026050124,KeyPers_London_1232561,London,2026,5,1
LONDON_2026050133,KeyPers_London_1232583,London,2026,5,1
LONDON_202605016,KeyPers_London_1232770,London,2026,5,1
LONDON_202605017,KeyPers_London_1232931,London,2026,5,1
LONDON_2026050118,KeyPers_London_1232941,London,2026,5,1
LONDON_2026050120,KeyPers_London_1232976,London,2026,5,1
LONDON_2026050127,KeyPers_London_1233007,London,2026,5,1
LONDON_202605018,KeyPers_London_1233306,London,2026,5,1
LONDON_2026050136,KeyPers_London_1233311,London,2026,5,1
LONDON_2026050111,KeyPers_London_1233379,London,2026,5,1
LONDON_2026050112,KeyPers_London_1233417,London,2026,5,1
LONDON_2026050119,KeyPers_London_1233491,London,2026,5,1
LONDON_2026050134,KeyPers_London_1233509,London,2026,5,1
LONDON_2026050123,KeyPers_London_1233696,London,2026,5,1
LONDON_2026050115,KeyPers_London_1233737,London,2026,5,1
LONDON_202605011,KeyPers_London_1234083,London,2026,5,1
LONDON_2026050137,KeyPers_London_1234142,London,2026,5,1
LA_202605018,KeyPers_LA_1230073,Los Angeles,2026,5,1
LA_2026050113,KeyPers_LA_1230079,Los Angeles,2026,5,1
LA_2026050112,KeyPers_LA_1230137,Los Angeles,2026,5,1
LA_202605010,KeyPers_LA_1230259,Los Angeles,2026,5,1
LA_202605016,KeyPers_LA_1230497,Los Angeles,2026,5,1
LA_202605011,KeyPers_LA_1230647,Los Angeles,2026,5,1
LA_202605012,KeyPers_LA_1231049,Los Angeles,2026,5,1
LA_202605015,KeyPers_LA_1231081,Los Angeles,2026,5,1
LA_202605017,KeyPers_LA_1231107,Los Angeles,2026,5,1
LA_202605019,KeyPers_LA_1231245,Los Angeles,2026,5,1
LA_202605014,KeyPers_LA_1231977,Los Angeles,2026,5,1
LA_202605013,KeyPers_LA_1232070,Los Angeles,2026,5,1
LA_2026050111,KeyPers_LA_1232368,Los Angeles,2026,5,1
LA_2026050110,KeyPers_LA_1232495,Los Angeles,2026,5,1
LA_2026050114,KeyPers_LA_1232608,Los Angeles,2026,5,1
NewYork_202605010,KeyPers_NewYork_1230600,New-York,2026,5,1
NewYork_202605012,KeyPers_NewYork_1231047,New-York,2026,5,1
NewYork_202605011,KeyPers_NewYork_1231329,New-York,2026,5,1
NewYork_202605014,KeyPers_NewYork_1231980,New-York,2026,5,1
NewYork_202605016,KeyPers_NewYork_1232193,New-York,2026,5,1
NewYork_202605013,KeyPers_NewYork_1232523,New-York,2026,5,1
NewYork_202605015,KeyPers_NewYork_1232812,New-York,2026,5,1
Paris_202605010,KeyPers_Paris_1230220,Paris,2026,5,1
Paris_202605014,KeyPers_Paris_1231034,Paris,2026,5,1
Paris_202605013,KeyPers_Paris_1232271,Paris,2026,5,1
Paris_202605015,KeyPers_Paris_1232576,Paris,2026,5,1
Paris_202605011,KeyPers_Paris_1233371,Paris,2026,5,1
Paris_202605012,KeyPers_Paris_1234425,Paris,2026,5,1
Shanghai_202605015,KeyPers_Shanghai_1230043,Shanghai,2026,5,1
Shanghai_202605019,KeyPers_Shanghai_1230064,Shanghai,2026,5,1
Shanghai_2026050111,KeyPers_Shanghai_1230126,Shanghai,2026,5,1
Shanghai_202605011,KeyPers_Shanghai_1230129,Shanghai,2026,5,1
Shanghai_202605016,KeyPers_Shanghai_1230329,Shanghai,2026,5,1
Shanghai_202605014,KeyPers_Shanghai_1230467,Shanghai,2026,5,1
Shanghai_2026050114,KeyPers_Shanghai_1230579,Shanghai,2026,5,1
Shanghai_202605013,KeyPers_Shanghai_1230630,Shanghai,2026,5,1
Shanghai_202605017,KeyPers_Shanghai_1230631,Shanghai,2026,5,1
Shanghai_202605010,KeyPers_Shanghai_1230705,Shanghai,2026,5,1
Shanghai_202605012,KeyPers_Shanghai_1230761,Shanghai,2026,5,1
Shanghai_2026050110,KeyPers_Shanghai_1230903,Shanghai,2026,5,1
Shanghai_202605018,KeyPers_Shanghai_1230967,Shanghai,2026,5,1
Shanghai_2026050113,KeyPers_Shanghai_1230968,Shanghai,2026,5,1
Shanghai_2026050112,KeyPers_Shanghai_1230989,Shanghai,2026,5,1
BERLIN_2026050224,KeyPers_Berlin_1230076,Berlin,2026,5,2
BERLIN_202605028,KeyPers_Berlin_1230570,Berlin,2026,5,2
BERLIN_202605025,KeyPers_Berlin_1230591,Berlin,2026,5,2
BERLIN_2026050230,KeyPers_Berlin_1230683,Berlin,2026,5,2
BERLIN_202605020,KeyPers_Berlin_1230844,Berlin,2026,5,2
BERLIN_202605024,KeyPers_Berlin_1230862,Berlin,2026,5,2
BERLIN_2026050223,KeyPers_Berlin_1231242,Berlin,2026,5,2
BERLIN_2026050229,KeyPers_Berlin_1231280,Berlin,2026,5,2
BERLIN_2026050227,KeyPers_Berlin_1231743,Berlin,2026,5,2
BERLIN_2026050221,KeyPers_Berlin_1231795,Berlin,2026,5,2
BERLIN_2026050210,KeyPers_Berlin_1231837,Berlin,2026,5,2
BERLIN_202605023,KeyPers_Berlin_1231899,Berlin,2026,5,2
BERLIN_2026050228,KeyPers_Berlin_1231926,Berlin,2026,5,2
BERLIN_2026050212,KeyPers_Berlin_1232083,Berlin,2026,5,2
BERLIN_2026050220,KeyPers_Berlin_1232447,Berlin,2026,5,2
BERLIN_2026050218,KeyPers_Berlin_1232616,Berlin,2026,5,2
BERLIN_2026050222,KeyPers_Berlin_1232620,Berlin,2026,5,2
BERLIN_2026050213,KeyPers_Berlin_1232654,Berlin,2026,5,2
BERLIN_2026050216,KeyPers_Berlin_1232726,Berlin,2026,5,2
BERLIN_2026050217,KeyPers_Berlin_1232754,Berlin,2026,5,2
BERLIN_2026050214,KeyPers_Berlin_1232808,Berlin,2026,5,2
BERLIN_2026050219,KeyPers_Berlin_1232904,Berlin,2026,5,2
BERLIN_202605026,KeyPers_Berlin_1233002,Berlin,2026,5,2
BERLIN_202605029,KeyPers_Berlin_1233059,Berlin,2026,5,2
BERLIN_202605021,KeyPers_Berlin_1233156,Berlin,2026,5,2
BERLIN_202605022,KeyPers_Berlin_1233341,Berlin,2026,5,2
BERLIN_2026050211,KeyPers_Berlin_1233726,Berlin,2026,5,2
BERLIN_2026050215,KeyPers_Berlin_1233918,Berlin,2026,5,2
BERLIN_202605027,KeyPers_Berlin_1234017,Berlin,2026,5,2
BERLIN_2026050226,KeyPers_Berlin_1234027,Berlin,2026,5,2
